,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,CapAct1yrUSD,CapMVRVCur,CapMrktCurUSD,CapRealUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
318,2021-07-20,153.0,291.0,5096.0,5552.0,74.0,3544.0,5427.0,24.0,1272.0,7311.0,6186.0,5638.0,5459.0,1719.0,29.0,3863.0,91.0,5232.0,393.0,8.0,3558.0,74.0,5101.0,297.0,6.0,5428.0,1289.0,24.0,1627408653.0,1028401225.2118305,1.234117418433,1028401225.2118305,833309059.4553826,0.0,0.0,0.9899980597560001,54.987507526528,59.93125227209251,0.00023032509168355303,6.856008168078869,13.344862991668851,6.66406428142524,0.00021578094482854098,0.00365713491092672,5.679313004927581,6.66406428142524,7.368541199999999e-05,150000000.0,149550708.4289839,45844168.646736905,150000000.0,150000000.0,140361740.7121113,150000000.0,150000000.0,150000000.0,48044533.541523464,143565164.37282956,150000000.0,100.0,149410891.80493978,149999729.47571582,149999995.9828791,148499708.9634089,149989058.86051878,149999987.08338127,146313730.0467643,149853142.6624202,149999999.90667328,149999996.86772826,149999990.83034804,149999878.63801187,149992886.81758496,149906507.23678625,146921222.39427757,148693361.35975933,149532557.9621584,140327182.41012898,149999987.23234904,149999736.88198015,149989265.7252059,148499708.9634089,149419781.56826362,137735940.7553536,149855653.67919642,146313730.0467643,148776469.95032346,149729730.30294847,148484471.56367815,150000000.0,606.0,0.007013888889000001,781.0,2727892.3295010882,18702452.092699155,4146.827340317381,28430.682116828742,670.4014764606616,4596.277998506432,7.14108425875,,0.1259766336776909
319,2021-07-21,173.0,294.0,5122.0,5579.0,75.0,3563.0,5454.0,23.0,1279.0,7341.0,6214.0,5665.0,5485.0,1730.0,29.0,3883.0,93.0,5258.0,400.0,8.0,3646.0,77.0,5138.0,318.0,7.0,5461.0,1376.0,25.0,1627408681.0,1137881764.2625215,1.330814600181,1137881764.2625215,855026510.9115139,0.0,0.0,0.9899174601890001,152.828136534792,66.20553365642371,0.00023617557233194047,7.58587842841681,68.0529366270177,6.856008168078869,0.00023032509168355298,0.00384018247742031,5.83915359922387,6.856008168078869,7.3922202e-05,150000000.0,149546036.26829705,45026713.932716995,150000000.0,150000000.0,140360038.3793491,150000000.0,150000000.0,150000000.0,48025740.461531535,143558033.98637918,150000000.0,100.0,149402408.78147855,149999728.57977283,149999995.97590014,148487619.02842498,149989025.73794675,149999987.1093507,146138471.3640691,149852294.18168482,149999999.90580252,149999996.8607493,149999990.73730358,149999877.7420689,149992865.6867206,149906209.17480445,146864482.9912077,148694809.91507077,149528268.29639602,140469885.0549038,149999988.09134206,149999751.4419559,149990188.02849147,148515450.9286018,149436268.82523483,139219885.0549038,149865906.91452098,146432785.4296842,148758871.70004767,149726669.63922197,148456915.46967423,150000000.0,568.0,0.006574074074000001,741.0,981494.6606108214,7445499.173533908,1917.693867148489,14547.39253910894,603.6290705335041,4579.056744925399,7.150557666453,,0.11391855337799445
320,2021-07-22,187.0,294.0,5152.0,5610.0,75.0,3584.0,5485.0,23.0,1285.0,7372.0,6244.0,5696.0,5516.0,1740.0,28.0,3911.0,93.0,5289.0,398.0,8.0,3692.0,79.0,5175.0,327.0,7.0,5497.0,1429.0,25.0,1627408719.0,1181183869.7144926,1.3677668542480002,1181183869.7144926,863585680.5899292,0.0,0.0,0.9899037348999999,179.054498868539,69.2749415583327,0.00024374186810598213,7.87455913142995,60.84545812731474,7.58587842841681,0.00023617557233194,0.0038206541714618397,6.452527372208411,7.58587842841681,7.4462043e-05,150000000.0,149541512.72166196,29903963.935407456,150000000.0,150000000.0,140400968.58872464,150000000.0,150000000.0,150000000.0,48047796.490519375,143528540.92438865,150000000.0,100.0,149399329.21639517,149999727.58008072,149999995.9762081,148485560.23494062,149988945.74803618,149999987.10965863,146270376.71448672,149851518.3631782,149999999.9064428,149999996.86105725,149999990.7376115,149999877.74237677,149992865.50959817,149905885.62815508,146892191.18470693,148695718.93208873,149523246.36422095,140642004.23840177,149999988.73448354,149999759.53425562,149990431.5814285,148539106.02270848,149444891.21430367,139392004.23840177,149871217.43794742,146565012.9028088,148759734.3240657,149724858.62769413,148454856.67618984,150000000.0,432.0,0.005,554.0,837733.7679190575,6596784.091874231,2246.655775545708,17691.42375250328,703.6938725719543,5541.279009992786,7.158855315118,,0.1133506536144009
321,2021-07-23,241.0,297.0,5159.0,5618.0,75.0,3588.0,5491.0,25.0,1281.0,7381.0,6253.0,5704.0,5521.0,1741.0,29.0,3915.0,94.0,5295.0,395.0,8.0,3820.0,86.0,5200.0,364.0,8.0,5507.0,1603.0,28.0,1627408743.0,1378105798.450614,1.526654887299,1378105798.450614,902696352.6043885,0.0,0.0,0.989827386583,81.265683316644,80.22764794806356,0.00027474530706972464,9.18737198967076,79.27580810899394,7.87455913142995,0.000243741868105982,0.0038965175051258296,6.754599267551611,7.87455913142995,7.462253200000001e-05,150000000.0,149539026.33782864,29933217.539318558,150000000.0,150000000.0,140372286.96997127,150000000.0,150000000.0,150000000.0,47984809.7622024,143530777.58630773,150000000.0,100.0,149410567.8725484,149999728.28221804,149999995.96124813,148474107.98743123,149988922.74865934,149999987.0790858,146419239.1035009,149851008.743974,149999999.90652433,149999996.84609732,149999990.5799492,149999877.23678464,149992846.13162908,149905936.0502599,146891359.2863991,148694298.750729,149526936.30747992,140009129.70139915,149999989.1706705,149999781.57807815,149991870.6901902,148611058.0237554,149495274.72244167,140009129.70139915,149891776.4672325,146791353.8158914,148750303.8913595,149727198.08509165,148443789.0313704,150000000.0,665.0,0.007696759259,864.0,1845797.560275705,16958028.803879637,2894.968895735768,26597.156143650896,554.4286650533701,5093.742387581881,7.175530335957,,0.1160349420178244
322,2021-07-24,186.0,299.0,5166.0,5626.0,77.0,3594.0,5500.0,25.0,1287.0,7399.0,6266.0,5713.0,5530.0,1747.0,29.0,3923.0,96.0,5302.0,400.0,8.0,3828.0,88.0,5207.0,368.0,8.0,5516.0,1612.0,28.0,1627408769.0,1380339363.185148,1.5278166301359999,1380339363.185148,903471880.0397812,0.0,0.0,0.989751786536,259.999419669239,80.22015057785843,0.0002693325550247957,9.20226242123432,72.7749852980433,9.18737198967076,0.00027474530706972404,0.00434860664666895,7.80746205833361,9.18737198967076,7.4779067e-05,150000000.0,149534399.20111066,29916804.14770125,150000000.0,150000000.0,140382551.85440096,150000000.0,150000000.0,150000000.0,46043093.687150106,143525070.1573427,150000000.0,100.0,149406268.07778174,149999726.95993346,149999995.93354818,148462767.98039553,149988902.91105026,149999987.04757872,146365893.55099338,149851002.78735813,149999999.90626344,149999996.8296076,149999990.54844213,149999875.9145001,149992853.68413472,149905993.571047,146838013.73389158,148682683.7819334,149526471.916234,139969484.45175853,149999989.13916343,149999780.2557935,149991879.4159345,148599443.0549597,149493752.14539653,139969484.45175853,149892145.09582567,146738008.26338387,148721030.91489786,149725352.94927213,148398332.970257,150000000.0,453.0,0.0052430555559999995,612.0,576924.3646421375,5309009.400640827,1291.6399947170823,11886.010185148301,421.02140065775774,3874.349413808322,7.180800227135,,0.11602128451658213
323,2021-07-25,112.0,299.0,5162.0,5624.0,76.0,3589.0,5497.0,25.0,1284.0,7395.0,6263.0,5710.0,5527.0,1744.0,29.0,3916.0,96.0,5298.0,399.0,8.0,3814.0,88.0,5203.0,366.0,8.0,5513.0,1599.0,28.0,1627408810.0,1366205665.6480784,1.5167744116069999,1366205665.6480784,900730955.897536,0.0,0.0,0.989749107935,370.798164824711,79.57515444418145,0.00025934094522760506,9.10803777098719,101.51184937873305,9.20226242123432,0.000269332555024796,0.0042225036719892705,7.81862793300796,9.20226242123432,7.4887628e-05,150000000.0,149523218.9726886,29621318.371357962,150000000.0,150000000.0,140377793.8799181,150000000.0,150000000.0,150000000.0,46039485.24849581,143522621.5917018,150000000.0,100.0,149408206.00130865,149999726.39965713,149999995.94484013,148462366.19029492,149988885.52956986,149999987.0433635,146370390.72652587,149851158.7828477,149999999.90634513,149999996.8296893,149999990.5442269,149999875.35422373,149992814.3582138,149906085.24423003,146842510.90942407,148693473.26437724,149527314.84264147,140037477.42054018,149999989.13494816,149999779.69551715,149991762.5212105,148610232.5374036,149493504.71180388,140037477.42054018,149891163.1400864,146742505.4389164,148731820.3973417,149726386.14504862,148415309.62153986,150000000.0,337.0,0.003900462963,452.0,404532.7464630521,3684499.534386664,1284.548809340829,11699.71907415289,411.35939411651015,3746.67689906358,7.184671000881,,0.11097218359559786
324,2021-07-26,221.0,300.0,5183.0,5647.0,76.0,3607.0,5521.0,25.0,1292.0,7419.0,6286.0,5733.0,5551.0,1755.0,30.0,3937.0,97.0,5320.0,397.0,8.0,3951.0,98.0,5327.0,398.0,8.0,5557.0,1768.0,30.0,1627408835.0,1522491563.961375,1.549643647606,1522491563.961375,982478498.4037962,0.0,0.0,0.989671053522,82.905671169757,88.19761923107319,0.00027106429999880705,10.1499437597425,153.218867665562,9.10803777098719,0.000259340945227605,0.00416377921904735,7.732553648427251,9.10803777098719,7.5075445e-05,150000000.0,149501796.4478705,44870647.36790624,150000000.0,150000000.0,49068305.46856543,150000000.0,150000000.0,150000000.0,45871700.12642631,143404378.2570954,150000000.0,100.0,149408958.59634835,149999724.09583566,149999995.94470355,148450658.02828524,149988857.44946766,149999987.08941272,146250809.49577752,149850270.94282243,149999999.90620857,149999996.82955265,149999990.59027612,149999874.51493323,149992818.38687038,149905624.48714536,146822930.17431223,148698583.3844376,149524026.20208696,140137559.66651702,149999991.1874038,149999881.47861665,149992957.427621,148708540.70390522,149525013.29752973,140137559.66651702,149906915.8862869,146822930.17431223,148727576.75598416,149724141.03120753,148418042.18717113,150000000.0,895.0,0.010358796296,1155.0,1809285.1536399957,18364142.55478302,2106.8288216702717,21384.19405135781,750.6565565625482,7619.121831991829,7.200893582808,,0.10860083371880397
325,2021-07-27,212.0,296.0,5191.0,5655.0,77.0,3617.0,5529.0,26.0,1302.0,7435.0,6294.0,5741.0,5559.0,1766.0,31.0,3945.0,97.0,5328.0,398.0,8.0,3898.0,96.0,5243.0,382.0,8.0,5546.0,1699.0,29.0,1627431720.0,1476777280.866039,1.5129565286320001,1476777280.866039,976087054.0024742,0.0,0.0,0.989755553063,77.551389699686,85.2435410748965,0.00025162413543181663,9.845181872440259,125.52316440430836,10.1499437597425,0.000271064299998806,0.00452888114263079,8.60539797251395,10.1499437597425,7.4942436e-05,150000000.0,149496446.09790134,45973745.253861524,150000000.0,150000000.0,50010606.83029642,150000000.0,150000000.0,150000000.0,46751119.02128476,143490187.14386994,150000000.0,100.0,149398261.20973903,149999724.42568266,149999995.94402292,148463332.95945936,149988877.284417,149999987.0757681,146322610.67033648,149850510.21641594,149999999.9048429,149999996.82887208,149999990.57663152,149999874.84478018,149992816.48410484,149906024.52567393,146888369.92428377,148698482.31335047,149519372.1361126,140007420.74706736,149999989.2755115,149999789.80136484,149992346.0983198,148688404.8815803,149503350.40668702,140007420.74706736,149899315.81606644,146688363.95813954,148727475.68489698,149721936.8717248,148416786.4797286,150000000.0,884.0,0.010231481480999999,1127.0,1934201.315809648,19042563.732059244,2332.8074068772767,22966.913194082532,789.812910420449,7775.851748290686,7.218420742458,,0.10866000393006853
326,2021-07-28,257.0,321.0,5224.0,5690.0,76.0,3652.0,5563.0,25.0,1330.0,7477.0,6333.0,5777.0,5593.0,1797.0,30.0,3979.0,97.0,5361.0,419.0,8.0,4049.0,103.0,5381.0,433.0,8.0,5603.0,1863.0,30.0,1627517619.0,1616739652.69554,1.5928481788209998,1616739652.69554,1014999215.9908191,0.0,0.0,0.988658706358,97.087259999634,92.81181551803856,0.0002698668465776248,10.7782643513036,95.66524894734543,9.845181872440259,0.000251624135431817,0.00430629753310729,8.33365283828179,9.845181872440259,7.480387200000001e-05,150000000.0,149492952.83755702,46164476.8127712,150000000.0,150000000.0,50305085.254688084,150000000.0,150000000.0,150000000.0,47021188.44314136,143570388.21875256,150000000.0,100.0,149398699.15217507,149999723.88231173,149999995.9179272,148298805.95376238,149988908.93729052,149999987.00752878,146162239.11849597,149849936.72182488,149999999.90403348,149999996.81277642,149999990.50839216,149999874.30140927,149992834.79206303,149905772.94666353,146727817.53450596,148544155.6028153,149515167.67854443,140203824.13392305,149999991.48671815,149999893.7114683,149993508.87076718,148601125.62275505,149528661.0814624,140203824.13392305,149912136.3604454,146727817.53450596,148573148.97436184,149712245.64688745,148268564.7232408,150000000.0,714.0,0.008263888889,927.0,1545001.8879981337,16652438.772107037,2769.6576181959526,29852.101971517885,925.2315923765652,9972.390688812198,7.235537226539,,0.1023082128636168
327,2021-07-29,470.0,314.0,5314.0,5784.0,76.0,3653.0,5656.0,24.0,1330.0,7578.0,6424.0,5871.0,5687.0,1797.0,30.0,3981.0,95.0,5451.0,410.0,8.0,4269.0,113.0,5513.0,479.0,9.0,5718.0,2064.0,33.0,1627603645.0,2054897712.0515852,1.84169620385,2054897712.0515852,1115763668.1639247,0.0,0.0,0.989076189554,23.619706739629002,113.6174893635684,0.00034174679186870947,13.6993180803439,133.37935827410212,10.7782643513036,0.000269866846577625,0.00469225828274736,9.100200183873401,10.7782643513036,7.9021387e-05,150000000.0,149488282.3114077,48640949.89673326,150000000.0,150000000.0,53578558.15891148,150000000.0,150000000.0,150000000.0,50239629.9135959,146854655.6002661,150000000.0,100.0,149395490.0663527,149999722.2947469,149999995.93416888,148361428.4330875,149988277.46268797,149999986.84135163,146115312.3903196,149849328.72781977,149999999.90367925,149999996.83349892,149999990.46653298,149999872.71384448,149992215.78879264,149905128.02536,146815039.33281887,148582809.58647972,149509304.2391375,140825954.97844532,149999993.20114386,149999926.4726057,149994689.21429363,148741821.4583384,149567468.8821019,141560719.83844534,149928089.5353894,147051998.84885117,148630988.12246844,149715828.2743177,148346387.4770076,150000000.0,1804.0,0.020879629630000004,2389.0,6350629.228953673,86999289.8177655,4487.293248052995,61472.8575248575,660.206602,9044.380239541008,7.307004850336,,0.10955882043831064
328,2021-07-30,423.0,312.0,5364.0,5840.0,73.0,3690.0,5710.0,25.0,1331.0,7646.0,6482.0,5927.0,5741.0,1809.0,31.0,4022.0,97.0,5500.0,408.0,8.0,4530.0,122.0,5575.0,510.0,9.0,5779.0,2131.0,35.0,1627690362.0,2179803676.381365,1.8965386449669999,2179803676.381365,1149358955.6776125,0.0,0.0,0.988740626618,42.62703854865,117.10692412830748,0.00034774205008776294,14.5320245092091,77.52091843184022,13.6993180803439,0.000341746791868709,0.00574526365297226,11.5325251608855,13.6993180803439,7.9691735e-05,150000000.0,149702373.83988592,34079077.82143556,150000000.0,150000000.0,53900086.56467205,150000000.0,150000000.0,150000000.0,51116250.06401665,147100780.18411815,150000000.0,100.0,149389633.84867194,149999719.78912178,149999995.91783208,148311093.99265504,149988177.46148416,149999986.68975514,146141343.4054734,149846956.73946896,149999999.90307572,149999996.81716213,149999990.31493652,149999868.96164453,149992165.92615727,149904007.6102967,146835571.6555196,148593365.78035992,149503565.99591073,140263801.3168681,149999993.58334476,149999932.3131909,149996186.43270177,148802070.1531475,149585565.09667587,140998566.1768681,149930958.72658697,147151252.4362853,148622697.19184512,149714492.28080234,148353383.79142788,150000000.0,1875.0,0.021701388889,2477.0,3518893.2918435,51136643.56236123,1913.238862463648,27803.234041293064,712.219322297278,10349.988647556336,7.338598801418001,,0.0935731286935666
329,2021-07-31,219.0,307.0,5365.0,5840.0,73.0,3686.0,5711.0,25.0,1327.0,7649.0,6482.0,5928.0,5742.0,1800.0,31.0,4019.0,95.0,5501.0,403.0,8.0,4543.0,117.0,5576.0,518.0,9.0,5780.0,2150.0,36.0,1627776086.0,2231079401.003625,1.922410983262,2231079401.003625,1160563178.4404864,0.0,0.0,0.989043797984,170.073644639761,119.11174942682224,0.0003558909629182853,14.8738626733575,99.17731378367273,14.5320245092091,0.000347742050087763,0.00592828252470214,12.2472831338413,14.5320245092091,7.9853832e-05,150000000.0,149701315.75282675,33820741.52754726,150000000.0,150000000.0,53900228.46746284,150000000.0,150000000.0,150000000.0,51106880.47285538,147098705.51813927,150000000.0,100.0,149388892.41083997,149999720.60804078,149999995.91599917,148356569.6975445,149988149.78240517,149999986.7863831,146204524.69110757,149847016.42965317,149999999.90394044,149999996.8263002,149999990.41156447,149999869.78056353,149992148.59036022,149903541.15957904,146890461.0538631,148616548.72347966,149502777.96621343,140363191.34660527,149999993.65008736,149999932.83150586,149996282.4078326,148797665.47084865,149593445.25088012,141097956.2066053,149932454.75669527,147289447.2196288,148664556.78335798,149715785.78312576,148398859.4963174,150000000.0,781.0,0.009039351852,958.0,881970.8680772979,13118313.57368363,1196.0804849026897,17790.33687872546,518.9097377618386,7718.19217933754,7.346237768782,,0.09119497993547486
330,2021-08-01,244.0,302.0,5385.0,5863.0,73.0,3706.0,5733.0,25.0,1336.0,7680.0,6506.0,5951.0,5764.0,1811.0,31.0,4036.0,92.0,5522.0,401.0,8.0,4345.0,113.0,5592.0,483.0,9.0,5798.0,2106.0,36.0,1627862505.0,2097200631.511755,1.853199107951,2097200631.511755,1131665034.0021296,0.0,0.0,0.989163144412,156.104280016155,111.86513001437773,0.000349804808809514,13.981337543411698,84.98186403601223,14.8738626733575,0.000355890962918286,0.0058457815675002,12.5475880699273,14.8738626733575,7.9762957e-05,150000000.0,149697066.23354983,32716314.18874189,150000000.0,150000000.0,53847076.0618709,150000000.0,150000000.0,150000000.0,51119450.4649863,147093353.99002543,150000000.0,100.0,149377878.1979071,149999717.6101815,149999995.91173467,148374471.6617893,149988161.84029847,149999986.69943205,146223697.9505494,149846536.846867,149999999.9049394,149999996.82511663,149999990.32461336,149999867.90135944,149992125.8970268,149903332.46217096,146894234.45653138,148601088.48829085,149495191.34849653,140402734.91389385,149999993.29677427,149999928.01066577,149994760.51519123,148779257.5345253,149563688.08219022,141137499.7738939,149928372.79879445,147296011.522297,148676406.88091132,149713271.03745195,148416761.46056217,150000000.0,637.0,0.007372685185,958.0,960896.1393273544,13434613.268096901,1309.980366753354,18315.277682820888,446.72523546581397,6245.816306207617,7.354604176724,,0.09248995538369917
331,2021-08-02,211.0,306.0,5375.0,5856.0,74.0,3699.0,5726.0,26.0,1329.0,7676.0,6499.0,5944.0,5757.0,1804.0,32.0,4035.0,93.0,5513.0,404.0,9.0,4518.0,113.0,5590.0,502.0,10.0,5793.0,2119.0,37.0,1627948952.0,2151551006.1509852,1.7944041590900002,2151551006.1509852,1199033671.0107071,0.0,0.0,0.9891465726090001,74.134154319426,113.40806461905146,0.0003649400924077481,14.3436733743399,81.05348387361659,13.981337543411698,0.00034980480880951296,0.00545349801845063,11.8137642077495,13.981337543411698,7.9809201e-05,150000000.0,149692285.24562138,48303715.24561642,150000000.0,150000000.0,53730982.13499483,150000000.0,150000000.0,150000000.0,50967000.404766016,146963064.4069642,150000000.0,100.0,149385554.17317203,149999715.72945026,149999995.91080424,148371985.8912751,149988156.27857122,149999986.6985016,146214501.12894404,149846643.54001766,149999999.90445405,149999996.82463127,149999990.32368302,149999867.08339933,149992185.52068844,149903461.07159203,146880340.2874913,148599464.99161786,149501287.52078724,140313046.62152895,149999993.43749413,149999932.070337,149996035.07859927,148769034.28404698,149580745.32056448,141047811.481529,149929895.24147567,147287018.85098135,148665897.88073254,149715292.47147265,148400450.70304796,150000000.0,486.0,0.005625,663.0,2023358.8873717643,29022398.999528375,3318.351075091121,47597.34396249671,496.27095972,7118.348551393873,7.369271288476,,0.09236043425069823
332,2021-08-03,377.0,314.0,5416.0,5903.0,76.0,3724.0,5773.0,27.0,1343.0,7726.0,6546.0,5991.0,5805.0,1820.0,33.0,4064.0,98.0,5556.0,413.0,9.0,4632.0,124.0,5644.0,559.0,10.0,5848.0,2228.0,38.0,1628035604.0,2379505300.33542,1.903726448105,2379505300.33542,1249919757.486405,0.0,0.0,0.988837526793,60.897658674637,122.99339847119332,0.0004143080521326152,15.8633686689028,85.30710304194947,14.3436733743399,0.000364940092407748,0.00547668913069354,12.13404941218,14.3436733743399,8.0728055e-05,150000000.0,149658779.45310122,48513277.70522641,150000000.0,150000000.0,53773829.86480444,150000000.0,150000000.0,150000000.0,50943562.380716674,146965142.9889605,150000000.0,100.0,149378666.61164978,149999711.03940597,149999995.9110797,148325629.01890355,149988024.7932707,149999986.63693094,146141050.0199085,149846267.37212455,149999999.90359336,149999996.82377052,149999990.40664506,149999864.79474553,149992110.1560615,149903384.7681114,146805676.74835458,148586307.94659892,149496106.4160872,140291694.1948816,149999993.9658643,149999937.49750257,149996534.11280325,148793309.21428415,149609229.17503488,141026459.0548816,149935743.11891213,147218861.34682116,148605965.8443051,149711728.0492048,148340086.91749957,150000000.0,1209.0,0.013993055556,1647.0,2463148.8839565795,39073838.83259969,1958.113137449212,31062.27059477878,817.647381319928,12970.641851040971,7.390771370725,0.09893652303244596,0.09295602952469473
333,2021-08-04,311.0,320.0,5424.0,5917.0,77.0,3727.0,5784.0,27.0,1338.0,7751.0,6560.0,6005.0,5817.0,1817.0,32.0,4070.0,98.0,5565.0,418.0,9.0,4716.0,130.0,5661.0,582.0,11.0,5863.0,2316.0,39.0,1628122255.0,2556377279.0500803,1.9829854107749998,2556377279.0500803,1289155868.2978628,0.0,0.0,0.9887351058280001,37.722977050509,128.28623080814043,0.0004284847684242269,17.0425151936672,85.08301440165577,15.8633686689028,0.00041430805213261404,0.00631273514139637,13.397995956348801,15.8633686689028,8.0941858e-05,150000000.0,149645440.78621054,33151862.440870654,150000000.0,150000000.0,53885324.61947217,150000000.0,150000000.0,150000000.0,50306195.73163167,147054721.46407935,150000000.0,100.0,149385288.7926582,149999708.66611817,149999995.90917662,148310265.8741672,149987995.4915708,149999986.43517232,146151858.82913256,149845834.34313545,149999999.90317878,149999996.8227098,149999990.31693265,149999863.88563004,149992110.63225088,149903105.8970034,146716461.77230927,148566005.66752484,149501143.04635903,140115353.36012116,149999994.05976066,149999941.7130545,149997005.72544613,148810698.45427567,149624505.88013282,141462057.77163082,149940961.3416586,147255968.1210902,148585636.50077146,149714041.31679824,148310265.8741672,150000000.0,1030.0,0.011921296296,1318.0,3976356.367610097,67767113.8104304,4970.295665611008,84706.33939819384,750.9365045137296,12797.846787654575,7.434443701974,0.09901762769977593,0.09293279241460688
334,2021-08-05,194.0,317.0,5428.0,5923.0,78.0,3735.0,5791.0,27.0,1337.0,7759.0,6565.0,6010.0,5824.0,1814.0,33.0,4075.0,97.0,5571.0,415.0,9.0,4641.0,123.0,5658.0,555.0,11.0,5867.0,2222.0,38.0,1628209102.0,2394666617.422815,1.9076141966240001,2394666617.422815,1255320190.8758073,0.0,0.0,0.988975078611,95.83421713705401,118.78336348117813,0.00038993162090010254,15.9644441161521,44.69301023120325,17.0425151936672,0.000428484768424227,0.00624740686871263,14.434114927556,17.0425151936672,8.051103e-05,150000000.0,149618247.22914103,32367221.778432984,150000000.0,150000000.0,53914249.35729049,150000000.0,150000000.0,150000000.0,49988306.37735151,147056173.97934797,150000000.0,100.0,149384937.71104956,149999706.761732,149999995.92062044,148346261.79163447,149988057.70253262,149999986.50442535,146139444.3981101,149845770.5937387,149999999.90303922,149999996.8225703,149999990.38618574,149999864.01645014,149992135.66706842,149902827.4225987,146817941.55939966,148576013.3590742,149501012.25671294,139699581.3601549,149999993.94540495,149999936.31765372,149996536.45506796,148781403.85713625,149609349.69731104,141101012.2201549,149935130.08950585,147202711.23435515,148605632.28232074,149714408.012955,148331197.79163444,150000000.0,456.0,0.005277777778,618.0,1565202.9565335985,24987595.130016673,3805.3126895860146,60749.70177738036,902.5298499354976,14408.38735245439,7.450121590255001,0.09903958725331856,0.08907736812348334
335,2021-08-06,228.0,321.0,5429.0,5922.0,80.0,3740.0,5792.0,29.0,1338.0,7772.0,6565.0,6010.0,5824.0,1816.0,36.0,4081.0,101.0,5573.0,417.0,9.0,4631.0,129.0,5659.0,550.0,11.0,5864.0,2199.0,40.0,1628300779.0,2338741305.387555,1.880436037917,2338741305.387555,1243722869.7120903,0.0,0.0,0.9887659558740001,19.442542963714,108.98238587998186,0.0003643720145382524,15.591608702583699,46.903916051668816,15.9644441161521,0.00038993162090010297,0.0056500600313252,13.4753934235155,15.9644441161521,8.0425195e-05,150000000.0,149622334.9195219,32387585.451253656,150000000.0,150000000.0,53808784.03426648,150000000.0,150000000.0,150000000.0,49927026.49603928,147048154.22188142,150000000.0,100.0,149386450.57762253,149999705.95459932,149999995.91003525,148314893.38113832,149988075.43904725,149999986.69365287,146070582.47016484,149845556.2196675,149999999.9025876,149999996.8219852,149999990.4510953,149999864.76456657,149992167.31142846,149902722.837762,146872796.6703776,148564523.58787775,149500392.62198624,138507136.1281417,149999993.80714232,149999936.43125176,149996463.3008245,148789259.39953706,149604606.87787005,139925019.66814166,149933431.30014926,147175037.18640998,148554446.15610763,149714249.70356375,148268970.9814076,150000000.0,474.0,0.005486111111,609.0,7715040.171440057,120289887.47780767,15448.706141929666,240870.18112616875,1068.7101885331974,16662.911076074066,7.512843337191,0.09904462084472487,0.08881998934774045
